"";"Onderwerpen";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Kenmerken gemeente";"Kenmerken gemeente";"Kenmerken gemeente";"Kenmerken gemeente"
"";"Onderwerpen";"Totaal huishoudelijk afval";"Huishoudelijk restafval";"Grof huishoudelijk restafval";"Verbouwingsrestafval";"GFT-afval";"Oud papier en karton";"Verpakkingsglas";"Textiel";"Klein chemisch afval (KCA)";"Metalen verpakkingen (blik)";"Drankenkartons";"Kunststof verpakkingen";"Overige kunststoffen";"Luiers";"Wit- en bruingoed";"Grof tuinafval";"Bruikbaar huisraad";"Vloerbedekking";"Vlakglas";"Metalen";"Houtafval (A- en B-hout)";"Houtafval (C-hout)";"Schoon puin";"Bitumenhoudende dakbedekking";"Asbesthoudend afval";"Autobanden";"Schone grond";"Overige afvalstoffen";"Gemeentecode";"Provincie";"Stedelijkheid";"Inwoners per 1 januari"
"Regio's";"Perioden";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"";"";"";"aantal"
"Akersloot";"2003";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Akersloot";"2004";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Akersloot";"2005";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Akersloot";"2006";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Akersloot";"2007";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Akersloot";"2008";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Akersloot";"2009";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Akersloot";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Akersloot";"2011";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Akersloot";"2012*";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Alblasserdam";"2002";"583";"275";"62";"-";"68";"55";"17";"3";"1";"-";"-";"-";".";".";".";"10";"-";"-";"-";"4";"12";".";"42";"-";"0";"0";"20";"8";"0482";"Zuid-Holland";"Matig stedelijk";"18396"
"Alblasserdam";"2003";"564";"253";"64";"14";"71";"52";"16";"3";"1";"-";"-";"-";".";".";"0";"13";"-";"-";"-";"5";"11";".";"43";"-";"0";"0";"19";"1";"0482";"Zuid-Holland";"Matig stedelijk";"18425"
"Alblasserdam";"2004";"603";"267";"65";"8";"73";"53";"16";"3";"1";"-";"-";"-";".";".";".";"13";"-";"-";"-";"5";"13";".";"61";"-";"0";"-";"24";"-";"0482";"Zuid-Holland";"Matig stedelijk";"18386"
"Alblasserdam";"2005";"595";"266";"65";"5";"72";"53";"18";"3";"1";"-";"-";"-";".";".";"4";"14";"-";"-";"-";"9";"10";".";"54";"-";"0";"0";"15";"6";"0482";"Zuid-Holland";"Matig stedelijk";"18356"
"Alblasserdam";"2006";"581";"263";"56";"16";"70";"56";"18";"3";"1";"-";"-";"-";".";".";".";"10";"-";"-";"-";"4";"22";".";"35";"-";"0";"-";"19";"-";"0482";"Zuid-Holland";"Matig stedelijk";"18426"
"Alblasserdam";"2007";"552";"259";"43";"10";"71";"56";"20";".";"1";"-";"-";"-";"-";"-";".";"11";"3";"-";"-";"4";"17";"-";"33";"-";"0";"0";"16";"-";"0482";"Zuid-Holland";"Matig stedelijk";"18666"
"Alblasserdam";"2008";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0482";"Zuid-Holland";"Matig stedelijk";"18718"
"Alblasserdam";"2009";"580";"251";"48";"1";"72";"55";"17";".";"1";"-";"-";"-";"-";"-";".";"12";"-";"-";"-";"6";"28";"-";"55";"-";"0";"0";"23";"-";"0482";"Zuid-Holland";"Matig stedelijk";"18839"
"Alblasserdam";"2010";"578";"236";"51";"1";"69";"63";"18";".";"1";"-";"-";"3";"-";"-";"5";"15";"2";"-";"1";"6";"30";"-";"54";"1";"0";"0";"18";"-";"0482";"Zuid-Holland";"Matig stedelijk";"19014"
"Alblasserdam";"2011";"599";"256";"45";"4";"74";"62";"17";".";"1";"-";"-";"3";"-";"-";".";"13";"1";"-";"1";"6";"30";"-";"55";".";"0";"0";"17";"-";"0482";"Zuid-Holland";"Matig stedelijk";"19208"
"Alblasserdam";"2012*";"572";"243";"44";"1";"71";"58";"19";"6";"1";"-";"-";"3";"0";"-";".";"13";"1";"-";"1";"5";"29";"-";"49";".";"0";"0";"18";"-";"0482";"Zuid-Holland";"Matig stedelijk";"19467"
"Albrandswaard";"2002";"638";"222";"97";"-";"102";"81";"19";"3";"2";"-";"-";"-";".";".";"3";"42";"-";"-";"1";"5";"-";".";"59";"-";"0";"0";"2";"-";"0613";"Zuid-Holland";"Weinig stedelijk";"18011"
"Albrandswaard";"2003";"586";"246";"53";"3";"95";"76";"21";"3";"1";"-";"-";"-";".";".";"6";"36";"-";"-";"0";"7";"1";".";"37";"-";"0";"0";"-";"-";"0613";"Zuid-Holland";"Weinig stedelijk";"18737"
"Albrandswaard";"2004";"611";"267";"44";"3";"108";"80";"22";"3";"1";"-";"-";"-";".";".";".";"23";"-";"-";"0";"8";"3";".";"41";"-";"1";"0";"-";"4";"0613";"Zuid-Holland";"Weinig stedelijk";"19607"
"Albrandswaard";"2005";"585";"262";"25";"0";"99";"84";"24";"4";"1";"-";"-";"-";".";".";"4";"26";"-";"1";".";"7";"16";".";"29";"0";"0";"0";"-";"-";"0613";"Zuid-Holland";"Weinig stedelijk";"20606"
"Albrandswaard";"2006";"603";"247";"34";"1";"95";"92";"24";"5";"1";"-";"-";"-";".";".";"4";"35";"-";"0";"1";"7";"16";".";"34";"0";"0";"0";"-";"5";"0613";"Zuid-Holland";"Weinig stedelijk";"21059"
"Albrandswaard";"2007";"619";"250";"42";"1";"99";"94";"25";"5";"1";"-";"-";"-";"-";"3";"5";"33";"-";"-";"1";"7";"12";"3";"37";"0";"0";"0";"-";"1";"0613";"Zuid-Holland";"Weinig stedelijk";"21523"
"Albrandswaard";"2008";"591";"250";"46";"3";"92";"73";"24";"5";"1";"-";"-";"-";"-";"-";"6";"27";"-";"-";"0";"6";"13";"2";"42";"0";"0";"0";"-";"1";"0613";"Zuid-Holland";"Weinig stedelijk";"22453"
"Albrandswaard";"2009";"579";"244";"45";"1";"88";"71";"29";"4";"1";"-";"-";"1";"-";"-";"3";"38";"-";"-";"0";"5";"8";"2";"34";"0";"0";"0";"-";"2";"0613";"Zuid-Holland";"Weinig stedelijk";"22974"
"Albrandswaard";"2010";"542";"221";"45";"0";"82";"68";"23";"4";"1";"-";"-";"3";"-";"-";"6";"28";"-";"-";"1";"5";"13";"2";"39";"0";"0";"0";"-";"1";"0613";"Zuid-Holland";"Weinig stedelijk";"24191"
"Albrandswaard";"2011";"538";"219";"46";"1";"82";"65";"21";"4";"1";"-";"-";"3";"-";"-";".";"32";"-";"-";"1";"5";"8";"2";"37";"0";"0";"0";"-";"4";"0613";"Zuid-Holland";"Weinig stedelijk";"24674"
"Albrandswaard";"2012*";"543";"225";"50";"-";"90";"66";"21";"4";"0";"-";"-";"4";"0";"-";".";"25";"-";"-";"1";"5";"4";"1";"36";"0";"0";"0";"-";"2";"0613";"Zuid-Holland";"Weinig stedelijk";"25003"
"Alkemade";"2002";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0483";"Zuid-Holland";"Weinig stedelijk";"14382"
"Alkemade";"2003";"592";"187";"51";"-";"109";"75";"23";"4";"0";"-";"-";"-";".";".";"5";"50";"1";"-";"1";"6";"25";".";"51";"-";"2";"0";"-";"-";"0483";"Zuid-Holland";"Weinig stedelijk";"14428"
"Alkemade";"2004";"606";"205";"47";"-";"135";"80";"24";"4";".";"-";"-";"-";".";".";"6";"21";".";"-";"2";"5";"25";".";"43";"-";"2";"0";"-";"-";"0483";"Zuid-Holland";"Weinig stedelijk";"14481"
"Alkemade";"2005";"608";"206";"45";"-";"123";"79";"22";"4";"2";"-";"-";"-";".";".";"8";"45";"1";"-";"1";"6";"26";".";"39";"-";"2";"0";"-";"-";"0483";"Zuid-Holland";"Weinig stedelijk";"14501"
"Alkemade";"2006";"624";"211";"41";"-";"118";"82";"29";"7";"3";"-";"-";"-";".";".";"8";"39";"1";"-";"1";"7";"28";".";"47";"-";"1";"0";"-";"-";"0483";"Zuid-Holland";"Weinig stedelijk";"14512"
"Alkemade";"2007";"637";"214";"44";"-";"121";"81";"20";"5";"2";"-";"-";"-";"-";"-";"9";"48";"1";"-";"4";"7";"32";"0";"48";"-";"2";"0";"-";"-";"0483";"Zuid-Holland";"Weinig stedelijk";"14536"
"Alkemade";"2008";"620";"225";"51";"-";"120";"75";"16";"4";"2";"-";"-";"-";"-";"-";"8";"27";".";"-";"2";"7";"32";"-";"44";"-";"2";"0";"-";"-";"0483";"Zuid-Holland";"Weinig stedelijk";"14481"
"Alkemade";"2009";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Alkemade";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Alkemade";"2011";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Alkemade";"2012*";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Alkmaar";"2002";"542";"258";"49";"8";"69";"63";"22";"3";"1";"-";"-";"-";".";".";"4";"10";"-";"-";".";"4";"21";".";"29";"1";"1";"-";"-";"-";"0361";"Noord-Holland";"Sterk stedelijk";"92965"
"Alkmaar";"2003";"500";"255";"44";"4";"66";"63";"22";"3";"1";"-";"-";"-";".";".";"3";"7";"-";"-";"-";"3";"14";".";"14";"1";"0";"-";"-";"-";"0361";"Noord-Holland";"Sterk stedelijk";"93390"
"Alkmaar";"2004";"503";"252";"44";"2";"67";"65";"23";"4";"1";"-";"-";"-";".";".";"3";"7";"-";"-";"0";"3";"15";".";"15";"1";"0";"-";"-";"2";"0361";"Noord-Holland";"Sterk stedelijk";"94121"
"Alkmaar";"2005";"510";"253";"45";"1";"66";"67";"22";".";"1";"-";"-";"-";".";".";"4";"8";"-";"-";"0";"3";"17";".";"17";"1";"0";"-";"-";"1";"0361";"Noord-Holland";"Sterk stedelijk";"94266"
"Alkmaar";"2006";"513";"256";"48";"0";"61";"67";"22";".";"1";"-";"-";"-";".";".";"4";"7";"-";"-";"0";"3";"17";".";"17";"1";"0";"-";"-";"4";"0361";"Noord-Holland";"Sterk stedelijk";"94455"
"Alkmaar";"2007";"522";"257";"49";"0";"60";"70";"23";".";"1";"-";"-";"-";"-";"-";"5";"8";"-";"-";".";"4";"15";"4";"17";"0";"0";"-";"-";"3";"0361";"Noord-Holland";"Sterk stedelijk";"94174"
"Alkmaar";"2008";"506";"253";"47";"0";"60";"67";"21";".";"1";"-";"-";"-";"-";"-";"4";"7";"-";"-";"-";"6";"15";"2";"16";"0";"0";"-";"-";"3";"0361";"Noord-Holland";"Sterk stedelijk";"93876"
"Alkmaar";"2009";"488";"247";"40";"0";"62";"67";"21";".";"1";"-";"-";"1";"-";"-";"4";"7";"-";"-";"-";"5";"12";"2";"12";"0";"0";"-";"-";"2";"0361";"Noord-Holland";"Sterk stedelijk";"93416"
"Alkmaar";"2010";"486";"243";"33";"0";"59";"67";"21";".";"1";"-";"-";"3";"-";"-";"6";"6";"-";"-";"0";"4";"17";"2";"14";"0";"0";"-";"-";"2";"0361";"Noord-Holland";"Sterk stedelijk";"93861"
"Alkmaar";"2011";"494";"242";"30";"0";"62";"66";"21";".";"1";"-";"-";"4";"-";"-";"7";"7";"-";"-";"0";"4";"23";"3";"18";"0";"0";"-";"-";"2";"0361";"Noord-Holland";"Sterk stedelijk";"93936"
"Alkmaar";"2012*";"482";"233";"30";"0";"66";"62";"21";"4";"1";"-";"-";"4";"-";"-";"6";"8";"-";"-";"0";"3";"22";"3";"15";"0";"0";"-";"-";"2";"0361";"Noord-Holland";"Sterk stedelijk";"94269"
"Almelo";"2002";"638";"276";"87";"-";"112";"42";".";".";".";"0";"-";"-";".";".";"6";"44";"-";"-";"-";"7";"24";".";"14";"-";"2";"1";"-";"-";"0141";"Overijssel";"Matig stedelijk";"71013"
"Almelo";"2003";"633";"261";"88";"-";"116";"50";"15";"2";"2";"0";"-";"-";".";".";"6";"41";"-";"-";"-";"5";"30";".";"14";"-";"1";"1";"-";"-";"0141";"Overijssel";"Matig stedelijk";"71729"
"Almelo";"2004";"617";"263";"86";"-";"115";"52";"16";"2";"2";"0";"-";"-";".";".";"5";"37";"-";"-";"-";"5";"31";".";"18";"-";"2";"0";"-";"-";"0141";"Overijssel";"Matig stedelijk";"72227"
"Almelo";"2005";"562";"263";"50";"-";"103";"53";"17";"4";"2";"0";"-";"-";".";".";"5";"23";"-";"-";"-";"2";"24";".";"12";"3";"1";"0";"-";"0";"0141";"Overijssel";"Matig stedelijk";"72293"
"Almelo";"2006";"539";"263";"45";"-";"96";"55";"16";"4";"2";"0";"-";"-";".";".";"4";"23";"-";"-";"-";"3";"20";".";"8";"1";"1";"0";"-";"-";"0141";"Overijssel";"Matig stedelijk";"72048"
"Almelo";"2007";"559";"272";"44";"-";"103";"55";"17";"3";"2";"0";"-";"-";"-";"-";"5";"24";"-";"-";"-";"3";"21";"1";"7";"1";"1";"0";"-";"-";"0141";"Overijssel";"Matig stedelijk";"72096"
"Almelo";"2008";"543";"261";"48";"-";"99";"54";"17";"4";"2";"0";"-";"-";"-";"0";"5";"21";"-";"-";"-";"4";"21";"1";"6";"1";"1";"0";"-";"-";"0141";"Overijssel";"Matig stedelijk";"72287"
"Almelo";"2009";"537";"261";"41";"-";"100";"50";"17";"5";"2";"0";"-";"0";"-";"0";"4";"23";"-";"2";"-";"4";"19";"1";"5";"1";"1";"0";"-";"-";"0141";"Overijssel";"Matig stedelijk";"72428"
"Almelo";"2010";"526";"259";"34";"-";"97";"50";"15";".";"2";"0";"-";"3";"-";"0";"5";"26";"-";"2";"-";"3";"18";"1";"6";"1";"1";"0";"-";"-";"0141";"Overijssel";"Matig stedelijk";"72602"
"Almelo";"2011";"519";"249";"31";"-";"97";"49";"17";"4";"2";"-";"-";"4";"1";".";"5";"24";"-";"2";"0";"3";"20";"1";"6";"1";"1";"0";"-";"-";"0141";"Overijssel";"Matig stedelijk";"72599"
"Almelo";"2012*";"477";"238";"19";"-";"96";"47";"17";".";"2";"-";"-";"4";"0";".";"4";"18";"-";"3";"0";"2";"15";"0";"4";"0";"0";"0";"-";"0";"0141";"Overijssel";"Matig stedelijk";"72757"
"Almere";"2002";"567";"296";"47";"-";"45";"45";"17";"6";"1";"-";"-";"-";".";".";"5";"12";"0";"-";"-";"8";"23";".";"30";"-";"0";"0";"25";"8";"0034";"Flevoland";"Sterk stedelijk";"158976"
"Almere";"2003";"549";"298";"43";"-";"46";"46";"17";"1";"1";"-";"-";"-";".";".";"5";"11";"1";"-";"-";"7";"22";".";"28";"-";"0";"0";"18";"4";"0034";"Flevoland";"Sterk stedelijk";"165106"
"Almere";"2004";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0034";"Flevoland";"Sterk stedelijk";"170704"
"Almere";"2005";"523";"288";"32";"-";"36";"49";"15";".";"1";"-";"-";"-";".";".";"5";"10";".";"-";"-";"9";"23";".";"25";"-";"0";".";"18";"4";"0034";"Flevoland";"Sterk stedelijk";"175007"
"Almere";"2006";"562";"256";"48";"14";"63";"53";"16";"1";"1";"-";"-";"2";".";".";".";"17";".";"-";"-";"12";"23";".";"28";"-";"0";".";"18";"2";"0034";"Flevoland";"Sterk stedelijk";"178466"
"Almere";"2007";"541";"261";"50";"-";"46";"57";"15";"2";"1";"-";"-";"2";"-";"-";".";"11";"-";"-";"-";"13";"26";"1";"30";"-";"0";"-";"18";"3";"0034";"Flevoland";"Sterk stedelijk";"180924"
"Almere";"2008";"529";"252";"43";"3";"36";"57";"16";"4";"1";"-";"-";"2";"-";"-";".";"11";"1";"-";"-";"14";"29";"1";"30";"-";"0";"-";"21";"4";"0034";"Flevoland";"Sterk stedelijk";"183270"
"Almere";"2009";"523";"252";"42";"-";"39";"53";"17";"5";"1";"-";"-";"1";"2";"-";".";"12";".";"-";"-";"14";"28";"1";"30";"-";"0";"-";"18";"4";"0034";"Flevoland";"Sterk stedelijk";"185746"
"Almere";"2010";"469";"207";"26";"-";"37";"52";"16";"5";"1";"-";"-";"2";"3";"-";".";"13";".";"-";"-";"11";"35";"0";"31";"-";"0";"-";"20";"4";"0034";"Flevoland";"Sterk stedelijk";"188160"
"Almere";"2011";"494";"214";"25";"-";"40";"59";"18";"5";"2";"-";"-";"15";"2";"-";"7";"12";"1";"-";"-";"10";"29";"0";"33";"-";"0";"-";"19";"3";"0034";"Flevoland";"Sterk stedelijk";"190655"
"Almere";"2012*";"501";"219";"32";"-";"44";"57";"18";"4";"2";"-";"-";"16";"2";"-";"5";"12";"-";"-";"-";"10";"28";"1";"31";"-";"0";"-";"17";"3";"0034";"Flevoland";"Sterk stedelijk";"193163"
"Alphen aan den Rijn";"2002";"520";"263";"39";"19";"68";"50";"22";"5";"1";"-";"-";"-";".";".";"3";"8";"3";"-";"-";"5";"19";".";"16";"-";"0";"0";"0";"-";"0484";"Zuid-Holland";"Sterk stedelijk";"70573"
"Alphen aan den Rijn";"2003";"507";"256";"35";"8";"64";"54";"22";"5";"1";"-";"-";"-";".";".";"3";"9";"4";"0";"0";"5";"20";".";"17";"0";"0";"0";"2";"2";"0484";"Zuid-Holland";"Sterk stedelijk";"70706"
"Alphen aan den Rijn";"2004";"536";"259";"34";"6";"67";"62";"22";"5";"1";"-";"-";"-";".";".";"4";"10";"6";"2";"1";"5";"25";".";"20";"0";"0";"0";"3";"4";"0484";"Zuid-Holland";"Sterk stedelijk";"70477"
"Alphen aan den Rijn";"2005";"542";"265";"33";"6";"73";"47";"22";"5";"1";"-";"-";"-";".";".";"6";"11";"7";"2";"1";"5";"28";".";"20";"0";"0";"0";"4";"2";"0484";"Zuid-Holland";"Sterk stedelijk";"70591"
"Alphen aan den Rijn";"2006";"545";"266";"27";"4";"59";"64";"21";".";"1";"-";"-";"-";".";".";"7";"11";".";"3";"1";"7";"32";".";"21";"0";"0";"0";"3";"5";"0484";"Zuid-Holland";"Sterk stedelijk";"70955"
"Alphen aan den Rijn";"2007";"546";"259";"33";"6";"56";"67";"21";"5";"1";"-";"-";"1";"-";"-";"2";"14";"6";"1";"1";"4";"31";"3";"27";"0";"0";"0";"3";"2";"0484";"Zuid-Holland";"Sterk stedelijk";"71100"
"Alphen aan den Rijn";"2008";"550";"254";"30";"6";"60";"68";"21";"5";"1";"-";"-";"1";"-";"-";"8";"14";"7";"-";"1";"7";"36";"2";"22";"0";"0";"0";"3";"2";"0484";"Zuid-Holland";"Sterk stedelijk";"71658"
"Alphen aan den Rijn";"2009";"545";"250";"28";"7";"58";"78";"20";"5";"1";"-";"-";"2";"-";"-";"8";"9";"5";"2";"1";"7";"32";"3";"20";"0";"0";"0";"5";"2";"0484";"Zuid-Holland";"Sterk stedelijk";"72178"
"Alphen aan den Rijn";"2010";"540";"250";"27";"7";"58";"71";"20";"4";"1";"-";"-";"3";"2";"-";"8";"13";"6";"2";"1";"6";"31";"2";"18";"0";"0";"0";"5";"2";"0484";"Zuid-Holland";"Sterk stedelijk";"72534"
"Alphen aan den Rijn";"2011";"513";"245";"21";"5";"59";"59";"21";"4";"2";"-";"-";"4";"2";"-";"9";"11";"6";"2";"1";"6";"30";"2";"17";"0";"0";"0";"4";"2";"0484";"Zuid-Holland";"Sterk stedelijk";"72680"
"Alphen aan den Rijn";"2012*";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0484";"Zuid-Holland";"Sterk stedelijk";"72853"
"Alphen-Chaam";"2002";"772";"233";"27";"-";"181";"80";"15";"2";"3";"-";"0";"-";".";".";"3";"56";"-";"-";"4";"8";"29";".";"119";"-";"9";"1";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9450"
"Alphen-Chaam";"2003";"729";"232";"19";"-";"137";"85";"17";"2";"4";"-";"-";"-";".";".";"4";"47";"-";"-";"4";"12";"41";".";"111";"8";"6";"2";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9413"
"Alphen-Chaam";"2004";"696";"229";"24";"-";"139";"86";"21";"1";"3";"-";"-";"-";".";".";"5";"45";"-";"-";"2";"8";"26";".";"100";"4";"3";"0";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9414"
"Alphen-Chaam";"2005";"672";"254";"19";"-";"137";"83";"20";"3";"3";"-";"-";"-";".";".";"4";"40";"2";"-";"2";"8";"23";".";"67";"3";"3";"0";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9513"
"Alphen-Chaam";"2006";"680";"254";"21";"15";"133";"90";"16";"2";"3";"-";"-";"-";".";".";"5";"39";"1";"-";"2";"8";"23";".";"63";"3";"2";"0";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9491"
"Alphen-Chaam";"2007";"581";"232";"6";"5";"153";"89";"22";"3";"3";"-";"-";"0";"-";"-";".";"12";"-";"-";"1";"5";"9";"1";"34";"1";"1";"0";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9461"
"Alphen-Chaam";"2008";"555";"224";"7";"7";"139";"89";"22";"3";"3";"-";"-";"1";"-";"-";".";"12";"-";"-";"0";"6";"10";"1";"24";"1";"1";"0";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9455"
"Alphen-Chaam";"2009";"569";"217";"7";"5";"142";"87";"21";"4";"3";"-";"-";"2";"-";"-";".";"15";"-";"-";"1";"6";"11";"1";"40";"1";"2";"0";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9421"
"Alphen-Chaam";"2010";"578";"215";"7";"5";"137";"84";"22";"4";".";"-";"-";"10";"-";"-";"4";"17";"1";"-";"1";"2";"12";"1";"52";"1";"2";"0";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9436"
"Alphen-Chaam";"2011";"589";"226";"8";"6";"142";"77";"21";".";"1";"-";"-";"10";"-";"-";"3";"18";"0";"-";"1";"1";"14";"1";"51";"1";"2";"0";"-";"-";"1723";"Noord-Brabant";"Niet stedelijk";"9466"
"Alphen-Chaam";"2012*";"577";"221";"8";"5";"134";"76";"23";".";"1";"-";"-";"12";"-";"-";"4";"20";"1";"-";"1";"1";"14";"1";"48";"1";"2";"0";"-";"1";"1723";"Noord-Brabant";"Niet stedelijk";"9525"
"Ambt Montfort";"2002";"449";"104";"33";"3";"44";"93";"26";"4";"2";"3";"-";"12";".";".";"3";"23";"3";"-";".";"6";"30";".";"41";"-";"5";"0";"13";"-";"1679";"Limburg";"Niet stedelijk";"11040"
"Ambt Montfort";"2003";"412";"102";"28";"10";"39";"84";"24";"4";"1";"-";"-";"-";".";".";"5";"28";"-";"1";"-";"5";"31";".";"37";"-";"3";"0";"9";"-";"1679";"Limburg";"Niet stedelijk";"10994"
"Ambt Montfort";"2004";"462";"113";"38";"3";"40";"89";"22";"3";"3";"-";"-";"-";".";".";"6";"37";"-";"1";"-";"6";"38";".";"43";"6";"3";"0";"12";"-";"1679";"Limburg";"Niet stedelijk";"10989"
"Ambt Montfort";"2005";"481";"115";"34";"14";"39";"92";"23";"2";"3";"-";"-";"-";".";".";"6";"40";"-";"1";"-";"6";"41";".";"51";"1";"3";"0";"12";"-";"1679";"Limburg";"Niet stedelijk";"10918"
"Ambt Montfort";"2006";"483";"120";"36";"18";"36";"92";"22";"2";"3";"-";"-";"-";".";".";"6";"39";"3";"1";"-";"5";"40";".";"45";"-";"3";"0";"11";"-";"1679";"Limburg";"Niet stedelijk";"10998"
"Ambt Montfort";"2007";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Ambt Montfort";"2008";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Ambt Montfort";"2009";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Ambt Montfort";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
